<-- Copyright Notice: (c) 2021 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210908,10,,Flat,1600,"MDN 3YO","VALACHI DOWNS- SELLING ONLY AT KARAKA MILE",10000.00,17:05:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",380598,5,10,"Listonian","3","c",57.50,6,1.39.49,0.37.82,2.60," ","Stephen McKee","Ardmore",32.90,0.00,200.00,"Taiki Yanagida",56.50,1.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",291339,"VESPA (NZ) 2011",250969,"TUTULAND (FR) 2001",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210908,10,,Flat,1600,"MDN 3YO","VALACHI DOWNS- SELLING ONLY AT KARAKA MILE",10000.00,17:05:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",371931,8,4,"Margaret Jean","3","f",55.50,8,1.39.66,0.37.23,3.70," ","Stephen Marsh","Cambridge",7.20,0.00,200.00,"Andrew Calder",55.50,0.00,51,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",271956,"SACRED FALLS (NZ) 2009",257890,"FROCKSTAR (NZ) 2007",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210908,10,,Flat,1600,"MDN 3YO","VALACHI DOWNS- SELLING ONLY AT KARAKA MILE",10000.00,17:05:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",375036,9,1,"Travelling Kate","3","f",55.50,7,1.39.54,0.37.42,2.90," ","Stephen Autridge & Kris Shailer","Matamata",11.50,0.00,200.00,"Craig Grylls",55.50,0.00,51,0,0,"Approved Plates, Lugging Bit, Brow Band, Ear Covers",238456,"SAVABEEL (AUS) 2001",272851,"A TOUCH OF RUBY (NZ) 2009",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210908,10,,Flat,1600,"MDN 3YO","VALACHI DOWNS- SELLING ONLY AT KARAKA MILE",10000.00,17:05:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",371361,10,12,"Ezdara","3","f",55.50,3,1.39.26,0.37.35,1.20," SHORT NECK","Team Rogerson","Tuhikaramea",7.30,2.40,700.00,"Jasmine Fawcett",55.50,0.00,49,0,0,"Approved Plates, Standard Bit, Side Winkers, Cheek Burrs (1st time), Nose Band",271956,"SACRED FALLS (NZ) 2009",296568,"EZRA (NZ) 2011",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210908,10,,Flat,1600,"MDN 3YO","VALACHI DOWNS- SELLING ONLY AT KARAKA MILE",10000.00,17:05:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",384656,11,2,"Ali Arc","3","f",55.50,2,1.39.24,0.37.48,1.00," HEAD","Graham Richardson & Rogan Norvall","Matamata",15.20,3.70,1500.00,"Lynsey Satherley",55.50,0.00,47,0,0,"Approved Plates, Lugging Bit",300510,"BULLBARS (AUS) 2007",260907,"DREAMCATCHER (NZ) 2007",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210908,10,,Flat,1600,"MDN 3YO","VALACHI DOWNS- SELLING ONLY AT KARAKA MILE",10000.00,17:05:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",374189,12,7,"La Rapide","3","f",55.50,5,1.39.35,0.37.74,1.60," 1 LEN","Shaune Ritchie & Colm Murray","Cambridge",15.30,0.00,200.00,"Wiremu Pinn",53.50,2.00,47,0,0,"Approved Plates, Lugging Bit",271558,"SHAMEXPRESS (NZ) 2009",241844,"JOUE LE JEU (NZ) 2004",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210908,10,,Flat,1600,"MDN 3YO","VALACHI DOWNS- SELLING ONLY AT KARAKA MILE",10000.00,17:05:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",369060,13,8,"Blood Diamond","3","f",55.50,4,1.39.32,0.37.16,1.40," HEAD","Mark Blackie","Tauranga",37.80,0.00,400.00,"Kozzi Asano",54.50,1.00,45,0,0,"Approved Plates, Lugging Bit",287689,"MAKFI (GB) 2007",240641,"FJALL (NZ) 2004",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210908,10,,Flat,1600,"MDN 3YO","VALACHI DOWNS- SELLING ONLY AT KARAKA MILE",10000.00,17:05:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",379842,14,3,"Heart Of A Lion","3","f",55.50,11,1.40.10,0.38.18,6.40," ","Michael Moroney & Pam Gerard","Matamata",12.20,0.00,200.00,"Samantha Collett",55.50,0.00,45,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",313448,"NIAGARA (AUS) 2008",306849,"TORRID LOVE (NZ) 2012",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210908,10,,Flat,1600,"MDN 3YO","VALACHI DOWNS- SELLING ONLY AT KARAKA MILE",10000.00,17:05:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",374375,15,6,"Vickezznrehab","3","f",55.50,9,1.39.89,0.37.45,5.10," ","Murray Baker & Andrew Forsman","Cambridge",18.90,0.00,200.00,"Danielle Johnson",55.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",271956,"SACRED FALLS (NZ) 2009",241210,"VICKEZZCHARDONNAY (NZ) 2004",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209979,11,,Flat,1600,"MDN 3YO","WAIKATO STUD AT KARAKA 2021 MILE",10000.00,17:35:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",365911,2,12,"Brazier","3","g",57.50,6,1.39.81,0.38.52,10.50," ","Team Rogerson","Tuhikaramea",9.80,0.00,200.00,"Ryan Elliot",57.50,0.00,50,0,0,"Ear Covers Pre-Race, Approved Plates (Hind), Glue-on Shoes (Front), Lugging Bit, Side Winkers, Tongue Tie",255989,"IFFRAAJ (GB) 2001",251409,"KATIE LEE (AUS) 2006",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209979,11,,Flat,1600,"MDN 3YO","WAIKATO STUD AT KARAKA 2021 MILE",10000.00,17:35:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",397423,4,10,"Daqiansweet Junior","3","g",57.50,10,1.40.37,0.39.16,14.00," ","Murray Baker & Andrew Forsman","Cambridge",25.60,0.00,200.00,"Jonathan Riddell",57.50,0.00,46,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",304111,"SWEET ORANGE (USA) 2007",275464,"PAULETTE (NZ) 2009",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209979,11,,Flat,1600,"MDN 3YO","WAIKATO STUD AT KARAKA 2021 MILE",10000.00,17:35:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",380955,5,6,"Copy Me In","3","g",57.50,8,1.39.90,0.39.28,11.00," ","Jenna Mahoney","Byerley Park",35.20,0.00,200.00,"Jasmine Fawcett",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Side Winkers",271956,"SACRED FALLS (NZ) 2009",241116,"VICTORIA'S REIGN (NZ) 2004",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209979,11,,Flat,1600,"MDN 3YO","WAIKATO STUD AT KARAKA 2021 MILE",10000.00,17:35:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",371623,6,13,"Granados","3","g",57.50,12,1.40.88,0.39.31,17.20," ","Murray Baker & Andrew Forsman","Cambridge",16.90,0.00,200.00,"Danielle Johnson",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",300491,"MONGOLIAN KHAN (AUS) 2011",277751,"GOYESCAS (AUS) 2008",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209979,11,,Flat,1600,"MDN 3YO","WAIKATO STUD AT KARAKA 2021 MILE",10000.00,17:35:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",372944,7,3,"Shockallia","3","g",57.50,2,1.38.62,0.37.72,3.00," 2 1/2 LEN","Shaune Ritchie & Colm Murray","Cambridge",26.40,6.80,1500.00,"Wiremu Pinn",55.50,2.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",287450,"SHOCKING (AUS) 2005",292506,"BERZALLIA (AUS) 2009",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209979,11,,Flat,1600,"MDN 3YO","WAIKATO STUD AT KARAKA 2021 MILE",10000.00,17:35:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",377141,8,7,"Tommy Tank","3","g",57.50,11,1.40.38,0.39.08,14.00," ","Emma-Lee & David Browne","Cambridge",31.50,0.00,200.00,"Craig Grylls",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit",300453,"ATLANTE (AUS) 2010",275172,"SNEAKY FEELINGS (NZ) 2009",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209979,11,,Flat,1600,"MDN 3YO","WAIKATO STUD AT KARAKA 2021 MILE",10000.00,17:35:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",373281,9,5,"Zendora","3","f",55.50,9,1.39.91,0.39.14,11.10," ","Lance Noble","Karaka",3.40,0.00,200.00,"Leith Innes",55.50,0.00,54,0,0,"Approved Plates, Lugging Bit, Blinkers",279438,"MEDAGLIA D'ORO (USA) 1999",273426,"ZENELLA (NZ) 2009",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209979,11,,Flat,1600,"MDN 3YO","WAIKATO STUD AT KARAKA 2021 MILE",10000.00,17:35:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",372376,10,8,"Carolina Reaper","3","f",55.50,1,1.38.23,0.37.08,," 3 LEN","Graham Richardson & Rogan Norvall","Matamata",5.00,2.00,5400.00,"Samantha Collett",55.50,0.00,51,0,0,"Approved Plates, Lugging Bit, Blinkers",291339,"VESPA (NZ) 2011",330890,"BONNEY PEPPER (IRE) 2012",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209979,11,,Flat,1600,"MDN 3YO","WAIKATO STUD AT KARAKA 2021 MILE",10000.00,17:35:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",376618,11,9,"Sweet Tui","3","f",55.50,4,1.39.19,0.38.56,6.50," 1/2 LEN","Keith Hawtin","Te Awamutu",21.60,0.00,400.00,"Shaun McKay",55.50,0.00,51,0,0,"Approved Plates, Lugging Bit, Blinkers",304111,"SWEET ORANGE (USA) 2007",275837,"TUI BABE (NZ) 2008",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209979,11,,Flat,1600,"MDN 3YO","WAIKATO STUD AT KARAKA 2021 MILE",10000.00,17:35:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",397177,13,14,"Stopalltheclocks (AUS)","3","f",55.50,5,1.39.30,0.38.37,7.00," 3 1/2 LEN","Simon & Katrina Alexander","Matamata",6.60,0.00,200.00,"Vinnie Colgan",55.50,0.00,47,0,0,"Approved Plates, Standard Bit, Blinkers",365179,"REAL IMPACT (JPN) 2008",365184,"MACARTHUR PARK (AUS) 2009",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209979,11,,Flat,1600,"MDN 3YO","WAIKATO STUD AT KARAKA 2021 MILE",10000.00,17:35:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",377755,14,4,"Blue Moon","3","f",55.50,7,1.39.87,0.39.06,10.90," ","Margaret Falconer","Cambridge",18.60,0.00,200.00,"Andrew Calder",55.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",287450,"SHOCKING (AUS) 2005",196420,"DAWN TILL DUSK (NZ) 1997",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209979,11,,Flat,1600,"MDN 3YO","WAIKATO STUD AT KARAKA 2021 MILE",10000.00,17:35:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",371996,15,11,"Oh To Be","3","f",55.50,3,1.39.05,0.37.96,5.50," 1 LEN","Graham Richardson & Rogan Norvall","Matamata",6.80,2.20,700.00,"Kozzi Asano",54.50,1.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",265282,"OCEAN PARK (NZ) 2008",265033,"FAMOUS (NZ) 2008",
